id,linguagem,dificuldade,pergunta,alternativa_a,alternativa_b,alternativa_c,alternativa_d,resposta_correta,palavra_chave,explicacao
PYQ151,Python,Dificil,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,while,A palavra-chave while é usada frequentemente em Python.
PYQ152,Python,Dificil,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,for,A palavra-chave for é usada frequentemente em Python.
PYQ153,Python,Hard,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ154,Python,Hard,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,while,A palavra-chave while é usada frequentemente em Python.
PYQ155,Python,Media,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ156,Python,Media,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ157,Python,Dificil,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ158,Python,Simples,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ159,Python,Dificil,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,if,A palavra-chave if é usada frequentemente em Python.
PYQ160,Python,Media,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,print,A palavra-chave print é usada frequentemente em Python.
PYQ161,Python,Media,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,while,A palavra-chave while é usada frequentemente em Python.
PYQ162,Python,Hard,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,while,A palavra-chave while é usada frequentemente em Python.
PYQ163,Python,Hard,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,while,A palavra-chave while é usada frequentemente em Python.
PYQ164,Python,Media,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,if,A palavra-chave if é usada frequentemente em Python.
PYQ165,Python,Simples,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ166,Python,Media,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,if,A palavra-chave if é usada frequentemente em Python.
PYQ167,Python,Simples,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ168,Python,Simples,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,while,A palavra-chave while é usada frequentemente em Python.
PYQ169,Python,Hard,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ170,Python,Hard,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ171,Python,Hard,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,if,A palavra-chave if é usada frequentemente em Python.
PYQ172,Python,Hard,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,for,A palavra-chave for é usada frequentemente em Python.
PYQ173,Python,Dificil,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ174,Python,Media,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,for,A palavra-chave for é usada frequentemente em Python.
PYQ175,Python,Simples,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ176,Python,Media,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,for,A palavra-chave for é usada frequentemente em Python.
PYQ177,Python,Dificil,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ178,Python,Media,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,if,A palavra-chave if é usada frequentemente em Python.
PYQ179,Python,Hard,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ180,Python,Media,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,print,A palavra-chave print é usada frequentemente em Python.
PYQ181,Python,Hard,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,for,A palavra-chave for é usada frequentemente em Python.
PYQ182,Python,Hard,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,print,A palavra-chave print é usada frequentemente em Python.
PYQ183,Python,Hard,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,while,A palavra-chave while é usada frequentemente em Python.
PYQ184,Python,Hard,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,while,A palavra-chave while é usada frequentemente em Python.
PYQ185,Python,Dificil,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,for,A palavra-chave for é usada frequentemente em Python.
PYQ186,Python,Hard,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ187,Python,Hard,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,if,A palavra-chave if é usada frequentemente em Python.
PYQ188,Python,Hard,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,while,A palavra-chave while é usada frequentemente em Python.
PYQ189,Python,Hard,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,for,A palavra-chave for é usada frequentemente em Python.
PYQ190,Python,Media,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ191,Python,Media,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ192,Python,Hard,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ193,Python,Simples,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ194,Python,Media,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ195,Python,Media,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,print,A palavra-chave print é usada frequentemente em Python.
PYQ196,Python,Hard,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,for,A palavra-chave for é usada frequentemente em Python.
PYQ197,Python,Hard,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,for,A palavra-chave for é usada frequentemente em Python.
PYQ198,Python,Hard,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,for,A palavra-chave for é usada frequentemente em Python.
PYQ199,Python,Dificil,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ200,Python,Hard,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,print,A palavra-chave print é usada frequentemente em Python.
PYQ201,Python,Dificil,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,if,A palavra-chave if é usada frequentemente em Python.
PYQ202,Python,Simples,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ203,Python,Media,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,if,A palavra-chave if é usada frequentemente em Python.
PYQ204,Python,Media,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,if,A palavra-chave if é usada frequentemente em Python.
PYQ205,Python,Hard,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ206,Python,Media,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,while,A palavra-chave while é usada frequentemente em Python.
